Transaction ID,Transaction Date Time,Transaction Amount,Payment Method,Account Number,Account Name
TXN0654,2024-09-05 15:32:37,2528.39,Debit Card,ACC3572508040,Account-587
TXN0655,2024-09-26 09:46:37,3664.13,Debit Card,ACC3986452367,Account-690
TXN0656,2024-09-27 14:26:37,764.89,Debit Card,ACC6190906278,Account-741
TXN0657,2024-09-12 17:27:37,2225.46,UPI,ACC6074133542,Account-301
TXN0658,2024-09-23 12:50:37,4160.61,Debit Card,ACC1362095349,Account-703
TXN0659,2024-10-02 11:45:37,1199.66,Credit Card,ACC4256281000,Account-493
TXN0660,2024-09-28 09:33:37,4048.72,Credit Card,ACC4248076255,Account-877
TXN0661,2024-09-12 18:51:37,2604.95,Debit Card,ACC9055714403,Account-264
TXN0662,2024-09-25 20:58:37,2068.98,Debit Card,ACC7097209933,Account-358
TXN0663,2024-09-13 06:51:37,4224.51,Net Banking,ACC5667346556,Account-720
TXN0664,2024-09-24 22:54:37,3133.94,Net Banking,ACC9310569748,Account-969
TXN0665,2024-09-28 18:33:37,2231.14,Debit Card,ACC3751871893,Account-297
TXN0666,2024-09-25 04:24:37,364.56,Net Banking,ACC9153482139,Account-342
TXN0667,2024-09-30 06:47:37,4419.5,Debit Card,ACC3361841110,Account-578
TXN0668,2024-09-23 06:01:37,4658.4,Credit Card,ACC8711958222,Account-627
TXN0669,2024-09-25 10:59:37,4497.14,Net Banking,ACC4855755394,Account-967
TXN0670,2024-09-30 14:44:37,2655.3,Credit Card,ACC6264171238,Account-915
TXN0671,2024-09-25 16:52:37,902.99,Net Banking,ACC6118918954,Account-107
TXN0672,2024-09-29 05:13:37,2939.72,Debit Card,ACC2250117771,Account-356
TXN0673,2024-09-19 18:43:37,135.51,Debit Card,ACC4559595817,Account-383
TXN0674,2024-09-21 21:40:37,2845.1,Net Banking,ACC8981839978,Account-318
TXN0675,2024-10-02 15:21:37,1925.9,Bank Transfer,ACC5194539299,Account-869
TXN0676,2024-09-03 12:24:37,4071.06,UPI,ACC5040123674,Account-322
TXN0677,2024-10-01 07:54:37,4411.76,Credit Card,ACC9818554158,Account-127
TXN0678,2024-09-19 15:41:37,2748.66,Bank Transfer,ACC9398135729,Account-317
TXN0679,2024-10-03 00:02:37,1925.09,Debit Card,ACC7027578543,Account-337
TXN0680,2024-09-26 04:38:37,4601.44,Net Banking,ACC6889625185,Account-640
TXN0681,2024-09-24 09:17:37,55.55,UPI,ACC1390744042,Account-314
TXN0682,2024-09-20 20:39:37,2196.22,Credit Card,ACC2048109543,Account-413
TXN0683,2024-09-16 12:00:37,3740.37,UPI,ACC9195370757,Account-773
TXN0684,2024-09-12 10:22:37,4914.75,Net Banking,ACC3560346015,Account-128
TXN0685,2024-10-01 04:19:37,2565.37,Debit Card,ACC9352937356,Account-794
TXN0686,2024-09-12 23:00:37,2134.66,UPI,ACC3486222264,Account-493
TXN0687,2024-09-05 06:47:37,4964.96,Debit Card,ACC4722693595,Account-919
TXN0688,2024-09-19 13:23:37,1229.53,Bank Transfer,ACC6996131222,Account-346
TXN0689,2024-09-29 23:33:37,4288.22,Net Banking,ACC3673273062,Account-440
TXN0690,2024-09-09 16:56:37,364.78,Net Banking,ACC8777828842,Account-162
TXN0691,2024-09-05 13:29:37,1358.94,Debit Card,ACC5667710955,Account-232
TXN0692,2024-09-05 00:24:37,4387.7,Bank Transfer,ACC5708673344,Account-785
TXN0693,2024-09-11 23:14:37,1775.67,Debit Card,ACC3540263225,Account-915
TXN0694,2024-09-10 17:06:37,3988.5,Debit Card,ACC6302238193,Account-428
TXN0695,2024-09-03 05:55:37,1680.55,Debit Card,ACC1619349944,Account-652
TXN0696,2024-09-21 07:39:37,186.49,Debit Card,ACC5725565870,Account-435
TXN0697,2024-09-15 16:35:37,1803.32,UPI,ACC3261569683,Account-234
TXN0698,2024-09-11 17:59:37,4115.25,Credit Card,ACC7234180510,Account-380
TXN0699,2024-09-08 07:12:37,295.07,Bank Transfer,ACC4574827287,Account-354
TXN0700,2024-09-13 19:06:37,1075.23,Credit Card,ACC2408553517,Account-227
TXN0701,2024-09-30 02:54:37,4549.41,UPI,ACC4147941796,Account-142
TXN0702,2024-09-23 13:37:37,1603.49,Credit Card,ACC3376544078,Account-626
TXN0703,2024-09-23 02:48:37,4135.13,UPI,ACC2052636229,Account-179
TXN0704,2024-09-27 07:58:37,3596.21,Bank Transfer,ACC9135784676,Account-314
TXN0705,2024-09-29 14:22:37,3506.25,Bank Transfer,ACC2241540041,Account-924
TXN0706,2024-09-21 14:59:37,1124.92,UPI,ACC2421990285,Account-952
TXN0707,2024-09-29 11:05:37,3024.64,Bank Transfer,ACC9288658892,Account-452
TXN0708,2024-09-25 07:26:37,4499.17,Bank Transfer,ACC4259061468,Account-486
TXN0709,2024-10-02 14:54:37,3697.13,Credit Card,ACC9207787890,Account-370
TXN0710,2024-09-16 00:46:37,4354.28,Bank Transfer,ACC2018737277,Account-397
TXN0711,2024-10-01 10:34:37,1615.9,Credit Card,ACC8494468465,Account-900
TXN0712,2024-09-10 22:38:37,1485.16,Net Banking,ACC8609757129,Account-461
TXN0713,2024-09-02 14:06:37,512.37,Credit Card,ACC4278314489,Account-816
TXN0714,2024-10-01 06:07:37,4765.87,Net Banking,ACC8988613625,Account-822
TXN0715,2024-09-14 21:43:37,731.23,Bank Transfer,ACC1529534155,Account-325
TXN0716,2024-10-02 14:02:37,964.22,Debit Card,ACC9885424756,Account-392
TXN0717,2024-09-26 09:54:37,2806.34,UPI,ACC6727357698,Account-785
TXN0718,2024-09-15 10:29:37,2679.71,Credit Card,ACC4998787666,Account-479
TXN0719,2024-10-02 08:17:37,213.09,Net Banking,ACC2986676954,Account-625
TXN0720,2024-09-15 11:42:37,876.93,Net Banking,ACC5164612740,Account-741
TXN0721,2024-09-02 14:50:37,2864.29,Credit Card,ACC9071469220,Account-178
TXN0722,2024-09-14 20:36:37,527.54,UPI,ACC5401830375,Account-968
TXN0723,2024-10-02 03:40:37,1642.42,Net Banking,ACC7391192289,Account-184
TXN0724,2024-10-02 15:20:37,3455.5,Debit Card,ACC4471054469,Account-803
TXN0725,2024-09-13 04:45:37,1351.13,Net Banking,ACC6473713758,Account-482
TXN0726,2024-09-11 17:30:37,4245.8,UPI,ACC1946365005,Account-280
TXN0727,2024-09-05 20:13:37,2460.94,UPI,ACC3297320832,Account-304
TXN0728,2024-09-18 02:56:37,4041.03,UPI,ACC6910986333,Account-815
TXN0729,2024-10-01 06:02:37,4616.47,Credit Card,ACC3488671585,Account-203
TXN0730,2024-09-09 22:54:37,3014.83,Net Banking,ACC1438922560,Account-288
TXN0731,2024-09-23 08:53:37,989.95,UPI,ACC6928385278,Account-468
TXN0732,2024-09-25 07:09:37,784.48,Credit Card,ACC6184735894,Account-851
TXN0733,2024-09-10 05:14:37,4847.54,UPI,ACC1928767085,Account-760
TXN0734,2024-09-24 02:47:37,4735.95,Credit Card,ACC8959478282,Account-513
TXN0735,2024-09-05 13:11:37,2214.58,Bank Transfer,ACC9221120090,Account-861
TXN0736,2024-09-18 17:56:37,3076.95,Bank Transfer,ACC3134790891,Account-456
TXN0737,2024-09-23 03:05:37,3204.55,Debit Card,ACC6231665999,Account-255
TXN0738,2024-09-03 11:23:37,1168.2,Net Banking,ACC1621686720,Account-777
TXN0739,2024-09-03 08:02:37,4774.18,Credit Card,ACC8023712481,Account-806
TXN0740,2024-09-12 17:13:37,4572.65,Net Banking,ACC2150770161,Account-927
TXN0741,2024-09-07 11:08:37,4101.65,UPI,ACC4952966654,Account-727
TXN0742,2024-09-23 19:09:37,2714.77,UPI,ACC8899148422,Account-701
TXN0743,2024-09-08 22:38:37,3785.96,Debit Card,ACC5741994845,Account-295
TXN0744,2024-09-10 12:33:37,3738.27,Debit Card,ACC3861953428,Account-636
TXN0745,2024-09-24 23:55:37,2631.51,Debit Card,ACC1257800788,Account-675
TXN0746,2024-09-05 23:00:37,3302.28,Bank Transfer,ACC7717800222,Account-169
TXN0747,2024-09-03 09:21:37,4535.09,Debit Card,ACC4756575670,Account-417
TXN0748,2024-09-07 03:45:37,3179.56,UPI,ACC1993883476,Account-582
TXN0749,2024-09-23 04:30:37,110.03,Net Banking,ACC4098460830,Account-856
TXN0750,2024-09-06 16:06:37,3302.14,Bank Transfer,ACC4513442823,Account-821
TXN0751,2024-09-20 21:03:37,3201.05,Debit Card,ACC1614924329,Account-415
TXN0752,2024-09-14 17:40:37,3020.91,UPI,ACC2249511314,Account-221
TXN0753,2024-09-28 20:13:37,904.23,Debit Card,ACC1419725042,Account-919
TXN0754,2024-09-20 02:51:37,3046.63,Credit Card,ACC4597752650,Account-630
TXN0755,2024-09-22 11:33:37,208.15,Bank Transfer,ACC1659846696,Account-682
TXN0756,2024-09-22 19:22:37,966.41,Net Banking,ACC7449786737,Account-866
TXN0757,2024-09-19 11:34:37,1051.57,Debit Card,ACC6272627863,Account-408
TXN0758,2024-09-21 09:50:37,2094.45,Debit Card,ACC5145850217,Account-106
TXN0759,2024-09-23 11:37:37,3684.24,UPI,ACC8247741804,Account-619
TXN0760,2024-10-02 14:38:37,1500.72,Bank Transfer,ACC5962118321,Account-704
TXN0761,2024-09-17 02:41:37,2706.71,UPI,ACC7418192787,Account-112
TXN0762,2024-09-16 22:29:37,508.97,Bank Transfer,ACC5850279782,Account-232
TXN0763,2024-09-24 22:52:37,3023.74,Net Banking,ACC2981748578,Account-303
TXN0764,2024-09-10 18:55:37,4819.29,Credit Card,ACC4347610024,Account-154
TXN0765,2024-09-02 12:01:37,4000.66,Credit Card,ACC1615427843,Account-262
TXN0766,2024-09-07 23:32:37,579.15,Credit Card,ACC6326754647,Account-282
TXN0767,2024-09-16 18:00:37,2490.62,Bank Transfer,ACC7975439778,Account-212
TXN0768,2024-09-17 08:50:37,1248.01,Debit Card,ACC5469899702,Account-873
TXN0769,2024-09-30 17:24:37,4313.69,Debit Card,ACC9219657902,Account-632
TXN0770,2024-09-26 14:55:37,2916.77,UPI,ACC6699191424,Account-876
TXN0771,2024-09-24 17:48:37,2152.37,UPI,ACC9587450664,Account-550
TXN0772,2024-09-12 09:31:37,1723.93,Bank Transfer,ACC5719542880,Account-628
TXN0773,2024-09-30 04:14:37,2905.59,Bank Transfer,ACC2268317789,Account-405
TXN0774,2024-09-24 23:58:37,1858.15,Credit Card,ACC6613761568,Account-212
TXN0775,2024-09-08 00:00:37,2794.19,Net Banking,ACC6639122532,Account-799
TXN0776,2024-09-18 06:10:37,300.97,UPI,ACC7518700693,Account-729
TXN0777,2024-09-06 15:41:37,2598.47,Bank Transfer,ACC4019434104,Account-535
TXN0778,2024-09-20 23:56:37,3167.0,UPI,ACC6763738758,Account-537
TXN0779,2024-09-17 22:01:37,3343.96,UPI,ACC4637699299,Account-710
TXN0780,2024-09-17 09:46:37,3392.85,Debit Card,ACC4010537167,Account-400
TXN0781,2024-10-01 01:10:37,1132.59,Debit Card,ACC6533356763,Account-396
TXN0782,2024-09-18 14:03:37,4898.12,Credit Card,ACC3013600183,Account-850
TXN0783,2024-09-19 21:03:37,988.45,Net Banking,ACC1484938273,Account-905
TXN0784,2024-09-10 05:11:37,1326.83,UPI,ACC7313565850,Account-885
TXN0785,2024-09-04 09:45:37,4133.35,Net Banking,ACC6555915693,Account-162
TXN0786,2024-09-26 20:51:37,303.2,Net Banking,ACC3767737622,Account-548
TXN0787,2024-09-11 09:13:37,909.06,Net Banking,ACC9222722114,Account-364
TXN0788,2024-09-11 19:13:37,4349.25,Net Banking,ACC1080189939,Account-147
TXN0789,2024-10-02 14:36:37,3359.65,UPI,ACC4124516448,Account-811
TXN0790,2024-09-06 02:57:37,4756.42,Bank Transfer,ACC4690806794,Account-449
TXN0791,2024-09-03 01:45:37,2102.05,UPI,ACC8834712144,Account-359
TXN0792,2024-09-12 14:50:37,376.36,Net Banking,ACC7426897379,Account-404
TXN0793,2024-09-29 01:36:37,572.06,UPI,ACC2404009871,Account-580
TXN0794,2024-09-15 17:52:37,3951.46,Bank Transfer,ACC2966367494,Account-521
TXN0795,2024-09-12 17:59:37,3847.79,Credit Card,ACC9540366250,Account-752
TXN0796,2024-09-04 01:56:37,1578.53,Net Banking,ACC9724962824,Account-105
TXN0797,2024-10-01 08:55:37,1574.47,Debit Card,ACC2824027345,Account-103
TXN0798,2024-09-28 16:35:37,4367.69,Credit Card,ACC9910042270,Account-517
TXN0799,2024-09-08 02:31:37,3975.2,Debit Card,ACC1358795530,Account-513
TXN0800,2024-09-28 18:29:37,1122.65,Bank Transfer,ACC1080504512,Account-207
TXN0801,2024-09-23 21:47:37,1726.94,Debit Card,ACC1747829048,Account-820
TXN0802,2024-09-23 04:43:37,1265.02,Credit Card,ACC5490730702,Account-663
TXN0803,2024-09-07 16:36:37,3140.66,Debit Card,ACC8611099143,Account-704
TXN0804,2024-09-11 06:47:37,3849.68,Bank Transfer,ACC3583391295,Account-449
TXN0805,2024-09-28 22:11:37,2834.85,Net Banking,ACC9997138791,Account-573
TXN0806,2024-09-12 04:50:37,290.19,Credit Card,ACC1047549034,Account-677
TXN0807,2024-09-18 07:17:37,1651.6,UPI,ACC3783779333,Account-457
TXN0808,2024-09-08 15:48:37,3054.17,Credit Card,ACC1343006817,Account-998
TXN0809,2024-09-02 18:25:37,877.39,UPI,ACC4795927923,Account-249
TXN0810,2024-09-12 09:05:37,3544.58,UPI,ACC8653491412,Account-596
TXN0811,2024-09-08 20:36:37,4024.29,UPI,ACC1542943507,Account-577
TXN0812,2024-09-11 12:09:37,558.89,Credit Card,ACC6467873825,Account-341
TXN0813,2024-09-03 08:14:37,4366.31,UPI,ACC6319246818,Account-788
TXN0814,2024-09-15 21:11:37,3420.7,Debit Card,ACC1229074410,Account-822
TXN0815,2024-09-11 20:39:37,789.85,Debit Card,ACC2699897675,Account-364
TXN0816,2024-09-12 16:55:37,4886.72,Bank Transfer,ACC1229963483,Account-184
TXN0817,2024-09-27 01:11:37,847.55,UPI,ACC5699361481,Account-110
TXN0818,2024-09-28 01:36:37,4927.47,Debit Card,ACC5124700430,Account-275
TXN0819,2024-09-16 17:22:37,1127.06,Bank Transfer,ACC9177777071,Account-906
TXN0820,2024-09-09 11:01:37,364.2,Net Banking,ACC4594237276,Account-500
TXN0821,2024-09-21 15:05:37,4969.81,Net Banking,ACC6405045647,Account-392
TXN0822,2024-09-20 05:54:37,2710.01,Net Banking,ACC5873675288,Account-655
TXN0823,2024-09-08 04:38:37,3053.8,Net Banking,ACC7933310836,Account-683
TXN0824,2024-09-13 16:39:37,1451.15,Credit Card,ACC5093662537,Account-460
TXN0825,2024-09-27 07:20:37,1948.17,UPI,ACC6784307420,Account-120
TXN0826,2024-09-27 09:52:37,732.22,Bank Transfer,ACC6191673044,Account-658
TXN0827,2024-09-04 08:45:37,4380.97,Net Banking,ACC9735340792,Account-553
TXN0828,2024-09-15 03:59:37,3998.4,Net Banking,ACC9313745403,Account-862
TXN0829,2024-10-01 20:53:37,1028.5,Debit Card,ACC4769490599,Account-446
TXN0830,2024-09-12 23:13:37,2099.25,Debit Card,ACC3070925725,Account-805
TXN0831,2024-09-17 09:47:37,1240.2,Net Banking,ACC3558329406,Account-868
TXN0832,2024-09-14 09:58:37,2879.64,Debit Card,ACC7764289647,Account-784
TXN0833,2024-09-27 22:22:37,3950.21,Debit Card,ACC9399220935,Account-790
TXN0834,2024-09-25 20:18:37,1129.23,UPI,ACC1410074730,Account-401
TXN0835,2024-09-10 14:53:37,174.49,UPI,ACC7284302457,Account-657
TXN0836,2024-09-13 19:10:37,1979.18,Credit Card,ACC2447241499,Account-109
TXN0837,2024-09-28 09:59:37,292.25,Bank Transfer,ACC5060667324,Account-220
TXN0838,2024-09-26 23:09:37,1140.53,Credit Card,ACC6492206033,Account-318
TXN0839,2024-10-02 21:26:37,3379.31,Net Banking,ACC3523039114,Account-848
TXN0840,2024-09-08 19:37:37,1965.94,Debit Card,ACC4449480052,Account-685
TXN0841,2024-09-18 05:16:37,336.61,Net Banking,ACC8394275099,Account-463
TXN0842,2024-09-04 12:56:37,4103.68,UPI,ACC1301597513,Account-289
TXN0843,2024-09-29 13:25:37,313.86,Credit Card,ACC3638069683,Account-236
TXN0844,2024-09-09 17:01:37,4882.13,Net Banking,ACC5616715013,Account-162
TXN0845,2024-09-26 05:09:37,4527.11,Net Banking,ACC1454608984,Account-866
TXN0846,2024-09-06 02:37:37,1042.48,Debit Card,ACC1630105459,Account-450
TXN0847,2024-09-09 08:34:37,3331.68,Credit Card,ACC9613871425,Account-504
TXN0848,2024-09-24 06:48:37,1562.6,Net Banking,ACC6702701140,Account-144
TXN0849,2024-09-14 13:01:37,1021.36,Net Banking,ACC1902422000,Account-413
TXN0850,2024-09-23 06:57:37,3883.51,UPI,ACC4828575146,Account-565
TXN0851,2024-09-07 07:22:37,4042.72,Credit Card,ACC7906244688,Account-324
TXN0852,2024-09-07 17:07:37,2196.53,UPI,ACC8382709457,Account-504
TXN0853,2024-09-18 12:10:37,52.18,Debit Card,ACC1343151501,Account-691
TXN0854,2024-09-21 03:30:37,2940.92,Bank Transfer,ACC8829975243,Account-758
TXN0855,2024-09-16 10:23:37,4992.85,Net Banking,ACC1201650442,Account-878
TXN0856,2024-09-21 22:26:37,947.92,Net Banking,ACC4155538104,Account-325
TXN0857,2024-09-16 09:25:37,4237.87,Net Banking,ACC9823858196,Account-842
TXN0858,2024-09-18 10:56:37,4505.9,Credit Card,ACC4851813413,Account-307
TXN0859,2024-09-27 22:25:37,4877.41,UPI,ACC9162400597,Account-983
TXN0860,2024-09-23 23:02:37,3319.7,UPI,ACC1714738793,Account-995
TXN0861,2024-09-17 10:47:37,1335.0,Net Banking,ACC7683461454,Account-464
TXN0862,2024-09-18 23:55:37,1233.66,Credit Card,ACC4145374721,Account-682
TXN0863,2024-09-29 18:23:37,406.57,Net Banking,ACC6894432420,Account-304
TXN0864,2024-09-03 03:41:37,4339.24,Net Banking,ACC3372241857,Account-327
TXN0865,2024-09-04 12:21:37,2190.9,Debit Card,ACC7575992893,Account-327
TXN0866,2024-09-05 19:27:37,4552.17,Debit Card,ACC9201605611,Account-152
TXN0867,2024-09-29 03:16:37,1933.24,Net Banking,ACC5536342453,Account-137
TXN0868,2024-10-01 01:40:37,1565.88,UPI,ACC3020735612,Account-987
TXN0869,2024-09-12 20:13:37,2259.75,Debit Card,ACC9098074441,Account-937
TXN0870,2024-09-05 14:20:37,2061.33,Net Banking,ACC1320726598,Account-819
TXN0871,2024-09-29 23:29:37,4569.65,Bank Transfer,ACC9473275249,Account-853
TXN0872,2024-09-28 17:37:37,1995.82,Credit Card,ACC1018181469,Account-727
TXN0873,2024-09-14 13:25:37,4064.56,Net Banking,ACC8575349514,Account-716
TXN0874,2024-09-06 06:22:37,177.56,Credit Card,ACC2305313211,Account-460
TXN0875,2024-09-27 14:39:37,2450.75,Net Banking,ACC5387116468,Account-346
TXN0876,2024-09-28 21:24:37,3311.12,Net Banking,ACC2247375235,Account-296
TXN0877,2024-09-27 07:21:37,245.36,Net Banking,ACC4531262964,Account-837
TXN0878,2024-09-22 03:57:37,4226.9,Debit Card,ACC7531875602,Account-115
TXN0879,2024-09-05 21:23:37,1795.61,Credit Card,ACC1485693517,Account-374
TXN0880,2024-10-02 21:58:37,4970.67,Bank Transfer,ACC6154234899,Account-280
TXN0881,2024-09-12 08:11:37,1212.38,Credit Card,ACC8216401516,Account-124
TXN0882,2024-09-09 10:14:37,1193.68,Debit Card,ACC4464602548,Account-937
TXN0883,2024-09-28 06:28:37,1957.6,UPI,ACC2317690870,Account-498
TXN0884,2024-09-10 21:55:37,4225.68,Debit Card,ACC8639049457,Account-288
TXN0885,2024-09-06 21:02:37,4522.55,Credit Card,ACC1610323627,Account-607
TXN0886,2024-09-19 14:13:37,4577.68,Net Banking,ACC9777872365,Account-310
TXN0887,2024-09-12 00:11:37,574.11,UPI,ACC9452880852,Account-524
TXN0888,2024-09-26 20:13:37,3326.88,Credit Card,ACC5802146040,Account-693
TXN0889,2024-09-21 17:06:37,1938.96,Net Banking,ACC8258164923,Account-795
TXN0890,2024-09-14 16:50:37,2398.28,Debit Card,ACC5666705962,Account-983
TXN0891,2024-09-30 00:08:37,2644.74,Credit Card,ACC2518609569,Account-722
TXN0892,2024-09-04 16:25:37,1581.6,Net Banking,ACC5310156446,Account-784
TXN0893,2024-09-06 16:06:37,1411.52,Credit Card,ACC6497884115,Account-208
TXN0894,2024-09-10 20:28:37,2323.61,Credit Card,ACC1429681154,Account-669
TXN0895,2024-09-15 10:23:37,1782.61,Net Banking,ACC1850663442,Account-847
TXN0896,2024-09-14 16:19:37,345.32,Bank Transfer,ACC5463884608,Account-979
TXN0897,2024-09-07 10:15:37,2597.66,Credit Card,ACC8862241067,Account-723
TXN0898,2024-09-24 02:39:37,2285.35,Credit Card,ACC1984716770,Account-230
TXN0899,2024-09-12 15:19:37,2584.56,Credit Card,ACC7058834132,Account-496
TXN0900,2024-09-06 20:59:37,2673.72,UPI,ACC5037505092,Account-354
TXN0901,2024-09-25 02:55:37,4593.63,Bank Transfer,ACC7216529121,Account-165
TXN0902,2024-09-21 03:44:37,3317.33,Bank Transfer,ACC4716839692,Account-543
TXN0903,2024-09-27 08:43:37,644.73,Net Banking,ACC9685117520,Account-235
TXN0904,2024-09-25 23:00:37,3732.27,Net Banking,ACC9026874346,Account-334
TXN0905,2024-09-18 07:15:37,2875.48,Debit Card,ACC5731652843,Account-400
TXN0906,2024-09-04 02:15:37,335.77,Credit Card,ACC5921461117,Account-791
TXN0907,2024-09-15 19:31:37,3024.93,Net Banking,ACC5507108608,Account-146
TXN0908,2024-09-19 18:56:37,747.85,Net Banking,ACC7240187581,Account-156
TXN0909,2024-09-22 22:25:37,4630.57,Bank Transfer,ACC6241564011,Account-305
TXN0910,2024-09-10 01:34:37,3664.09,Credit Card,ACC9127896612,Account-697
TXN0911,2024-09-22 05:29:37,4428.47,UPI,ACC6843909975,Account-592
TXN0912,2024-09-04 12:53:37,3704.12,Bank Transfer,ACC2279694588,Account-158
TXN0913,2024-09-14 03:48:37,1855.4,Net Banking,ACC1638907035,Account-210
TXN0914,2024-09-23 10:04:37,1307.27,Debit Card,ACC1426611954,Account-353
TXN0915,2024-10-01 12:12:37,3797.19,Credit Card,ACC1959153557,Account-660
TXN0916,2024-10-02 15:43:37,1770.65,Net Banking,ACC4399782143,Account-159
TXN0917,2024-09-25 23:35:37,4714.84,UPI,ACC6739300789,Account-821
TXN0918,2024-09-30 20:55:37,187.19,UPI,ACC9298732457,Account-777
TXN0919,2024-09-17 08:45:37,3114.94,UPI,ACC7303746151,Account-817
TXN0920,2024-09-06 21:43:37,4267.94,Net Banking,ACC5080199321,Account-878
TXN0921,2024-09-19 07:05:37,1731.22,UPI,ACC5797325552,Account-699
TXN0922,2024-09-22 02:22:37,4091.18,Net Banking,ACC8449649887,Account-756
TXN0923,2024-09-21 00:05:37,4976.01,Debit Card,ACC9910740948,Account-913
TXN0924,2024-09-27 18:55:37,1893.93,Debit Card,ACC9360461558,Account-355
TXN0925,2024-10-01 03:52:37,3394.19,Bank Transfer,ACC9325144663,Account-371
TXN0926,2024-10-02 20:44:37,4668.5,UPI,ACC5501215381,Account-778
TXN0927,2024-09-23 07:11:37,3649.44,Bank Transfer,ACC3830367226,Account-640
TXN0928,2024-09-17 23:48:37,1744.05,Net Banking,ACC6272449024,Account-162
TXN0929,2024-09-17 14:53:37,2109.52,Bank Transfer,ACC6443948205,Account-789
TXN0930,2024-09-13 16:49:37,3937.11,Credit Card,ACC4499366373,Account-367
TXN0931,2024-09-25 01:27:37,3343.39,Credit Card,ACC2067240891,Account-569
TXN0932,2024-09-24 04:57:37,2312.14,Credit Card,ACC8074993585,Account-922
TXN0933,2024-09-26 05:32:37,4239.98,Credit Card,ACC7098042620,Account-242
TXN0934,2024-09-03 05:51:37,2710.9,Bank Transfer,ACC2073359095,Account-413
TXN0935,2024-09-17 06:17:37,645.78,Net Banking,ACC4450316959,Account-232
TXN0936,2024-09-26 15:01:37,96.42,Debit Card,ACC2765973938,Account-154
TXN0937,2024-09-02 22:48:37,3606.13,UPI,ACC3265067781,Account-666
TXN0938,2024-10-03 01:58:37,2931.57,Debit Card,ACC2911345060,Account-280
TXN0939,2024-09-09 22:05:37,1927.34,UPI,ACC9943869744,Account-668
TXN0940,2024-10-01 12:11:37,1641.38,Credit Card,ACC7808694057,Account-721
TXN0941,2024-09-17 17:24:37,344.37,Bank Transfer,ACC9239892544,Account-105
TXN0942,2024-09-07 19:25:37,4363.71,Credit Card,ACC6596938612,Account-895
TXN0943,2024-09-15 07:10:37,4417.06,Debit Card,ACC6027888773,Account-141
TXN0944,2024-09-06 00:12:37,3596.81,Bank Transfer,ACC4663696682,Account-266
TXN0945,2024-09-09 03:21:37,2347.76,UPI,ACC9706905632,Account-263
TXN0946,2024-09-26 14:34:37,3780.99,Bank Transfer,ACC5992728864,Account-651
TXN0947,2024-10-03 05:10:37,2327.78,Credit Card,ACC9349205891,Account-647
TXN0948,2024-09-08 19:06:37,419.2,UPI,ACC5429831002,Account-108
TXN0949,2024-09-29 05:20:37,1762.72,Net Banking,ACC9728181470,Account-846
TXN0950,2024-09-24 09:36:37,1971.64,UPI,ACC9077238118,Account-699
TXN0951,2024-09-04 23:57:37,165.39,UPI,ACC2545183672,Account-233
TXN0952,2024-09-27 20:53:37,4677.29,UPI,ACC7633851798,Account-460
TXN0953,2024-09-04 18:07:37,433.1,Bank Transfer,ACC2623262285,Account-662
TXN0954,2024-09-21 01:10:37,4245.37,Credit Card,ACC4467145828,Account-732
TXN0955,2024-09-19 09:26:37,4290.5,Debit Card,ACC2731707117,Account-798
TXN0956,2024-10-03 05:05:37,2825.89,Credit Card,ACC9887022463,Account-714
TXN0957,2024-09-16 15:38:37,2012.78,Bank Transfer,ACC2139018212,Account-860
TXN0958,2024-09-20 23:35:37,4149.4,Credit Card,ACC4756954197,Account-332
TXN0959,2024-09-16 15:30:37,3279.56,Debit Card,ACC4506024854,Account-161
TXN0960,2024-09-10 02:30:37,4800.29,Debit Card,ACC9892852774,Account-807
TXN0961,2024-09-11 12:43:37,2906.62,Credit Card,ACC8062677682,Account-540
TXN0962,2024-10-01 10:08:37,1598.92,UPI,ACC6633045161,Account-987
TXN0963,2024-10-01 12:13:37,539.16,Debit Card,ACC9642574221,Account-402
TXN0964,2024-09-20 20:45:37,2623.81,Credit Card,ACC6080786421,Account-162
TXN0965,2024-09-18 03:58:37,66.18,UPI,ACC8439267281,Account-402
TXN0966,2024-09-06 10:47:37,4717.22,Credit Card,ACC1206124835,Account-514
TXN0967,2024-09-16 23:35:37,2056.4,Net Banking,ACC8747081803,Account-796
TXN0968,2024-09-20 10:37:37,447.19,UPI,ACC6946080010,Account-554
TXN0969,2024-09-20 06:34:37,1496.99,Net Banking,ACC8120521698,Account-642
TXN0970,2024-09-16 22:21:37,3836.82,Debit Card,ACC3991522882,Account-234
TXN0971,2024-09-04 16:12:37,2256.74,Net Banking,ACC7529293076,Account-171
TXN0972,2024-09-10 17:22:37,4353.67,Credit Card,ACC4908712020,Account-924
TXN0973,2024-09-26 18:22:37,1111.54,Bank Transfer,ACC3468671595,Account-312
TXN0974,2024-09-30 20:11:37,2945.3,Net Banking,ACC5560774037,Account-714
TXN0975,2024-09-07 01:26:37,2539.01,Credit Card,ACC4236242782,Account-689
TXN0976,2024-09-22 23:45:37,4763.93,UPI,ACC7622402895,Account-381
TXN0977,2024-09-06 10:37:37,4275.54,Net Banking,ACC1866324229,Account-123
TXN0978,2024-09-30 06:32:37,1083.91,Debit Card,ACC2114148905,Account-296
TXN0979,2024-09-24 05:44:37,3485.75,Net Banking,ACC9743083702,Account-487
